pair_id	protein_name	label	rna_len	prot_len	example_class	neg_strategy	parent_pair_id	prob_v2
curated_0049__neg_shuffle_dinucleotide_0	FBF-1	0	37	494	generated_negative	shuffle_dinucleotide	curated_0049	0.3317355215549469
curated_0049__neg_cross_protein_0	YBX1 (CSD domain)	0	37	78	generated_negative	cross_protein	curated_0049	0.4177095890045166
curated_0049__neg_cross_rna_0	FBF-1	0	6	494	generated_negative	cross_rna	curated_0049	0.35667693614959717
curated_0050__neg_shuffle_uniform_0	FBF-2	0	37	632	generated_negative	shuffle_uniform	curated_0050	0.3938014805316925
curated_0050__neg_shuffle_dinucleotide_0	FBF-2	0	37	632	generated_negative	shuffle_dinucleotide	curated_0050	0.43968141078948975
curated_0050__neg_cross_rna_0	FBF-2	0	6	632	generated_negative	cross_rna	curated_0050	0.43337368965148926
curated_0055__neg_shuffle_uniform_0	HNRNPM	0	17918	729	generated_negative	shuffle_uniform	curated_0055	0.6905723810195923
curated_0055__neg_shuffle_dinucleotide_0	HNRNPM	0	17918	729	generated_negative	shuffle_dinucleotide	curated_0055	0.733501672744751
curated_0055__neg_cross_rna_0	HNRNPM	0	6	729	generated_negative	cross_rna	curated_0055	0.4668714106082916
curated_0056__neg_shuffle_uniform_0	HNRNPU	0	17918	800	generated_negative	shuffle_uniform	curated_0056	0.6579369306564331
curated_0056__neg_shuffle_dinucleotide_0	HNRNPU	0	17918	800	generated_negative	shuffle_dinucleotide	curated_0056	0.6011996269226074
curated_0056__neg_cross_protein_0	YBX1 (CSD domain)	0	17918	78	generated_negative	cross_protein	curated_0056	0.9563274383544922
curated_0056__neg_cross_rna_0	HNRNPU	0	6	800	generated_negative	cross_rna	curated_0056	0.41071680188179016
curated_0057__neg_shuffle_uniform_0	HNRNPK	0	17918	463	generated_negative	shuffle_uniform	curated_0057	0.723120391368866
curated_0057__neg_shuffle_dinucleotide_0	HNRNPK	0	17918	463	generated_negative	shuffle_dinucleotide	curated_0057	0.7148669958114624
curated_0057__neg_cross_rna_0	HNRNPK	0	6	463	generated_negative	cross_rna	curated_0057	0.2041514664888382
curated_0058__neg_shuffle_uniform_0	MYEF2	0	17918	591	generated_negative	shuffle_uniform	curated_0058	0.8344443440437317
curated_0058__neg_shuffle_dinucleotide_0	MYEF2	0	17918	591	generated_negative	shuffle_dinucleotide	curated_0058	0.7966171503067017
curated_0058__neg_cross_protein_0	MCP (MS2 Coat Protein)	0	17918	130	generated_negative	cross_protein	curated_0058	0.9586362838745117
curated_0058__neg_cross_rna_0	MYEF2	0	6	591	generated_negative	cross_rna	curated_0058	0.30790427327156067
curated_0059__neg_shuffle_uniform_0	SPEN	0	17918	3644	generated_negative	shuffle_uniform	curated_0059	0.7319146990776062
curated_0059__neg_shuffle_dinucleotide_0	SPEN	0	17918	3644	generated_negative	shuffle_dinucleotide	curated_0059	0.7771511673927307
curated_0059__neg_cross_protein_0	SRSF1 RRM1 E87N	0	17918	86	generated_negative	cross_protein	curated_0059	0.9693580865859985
curated_0059__neg_cross_rna_0	SPEN	0	6	3644	generated_negative	cross_rna	curated_0059	0.4679638743400574
curated_0060__neg_shuffle_uniform_0	RBMXL1	0	17918	388	generated_negative	shuffle_uniform	curated_0060	0.7166228294372559
curated_0060__neg_shuffle_dinucleotide_0	RBMXL1	0	17918	388	generated_negative	shuffle_dinucleotide	curated_0060	0.6145135760307312
curated_0060__neg_cross_rna_0	RBMXL1	0	6	388	generated_negative	cross_rna	curated_0060	0.3976033329963684
curated_0061__neg_shuffle_uniform_0	HNRNPAB	0	17918	285	generated_negative	shuffle_uniform	curated_0061	0.8042952418327332
curated_0061__neg_shuffle_dinucleotide_0	HNRNPAB	0	17918	285	generated_negative	shuffle_dinucleotide	curated_0061	0.826257050037384
curated_0061__neg_cross_rna_0	HNRNPAB	0	6	285	generated_negative	cross_rna	curated_0061	0.15558746457099915
curated_0062__neg_shuffle_uniform_0	HNRNPD	0	17918	355	generated_negative	shuffle_uniform	curated_0062	0.7407165765762329
curated_0062__neg_shuffle_dinucleotide_0	HNRNPD	0	17918	355	generated_negative	shuffle_dinucleotide	curated_0062	0.7543233036994934
curated_0062__neg_cross_rna_0	HNRNPD	0	6	355	generated_negative	cross_rna	curated_0062	0.4476584792137146
curated_0063__neg_shuffle_uniform_0	HNRNPC	0	17918	313	generated_negative	shuffle_uniform	curated_0063	0.6545482277870178
curated_0063__neg_shuffle_dinucleotide_0	HNRNPC	0	17918	313	generated_negative	shuffle_dinucleotide	curated_0063	0.7842718958854675
curated_0063__neg_cross_rna_0	HNRNPC	0	6	313	generated_negative	cross_rna	curated_0063	0.6242760419845581
curated_0064__neg_shuffle_uniform_0	TARDBP	0	17918	414	generated_negative	shuffle_uniform	curated_0064	0.786463737487793
curated_0064__neg_shuffle_dinucleotide_0	TARDBP	0	17918	414	generated_negative	shuffle_dinucleotide	curated_0064	0.8258783221244812
curated_0064__neg_cross_rna_0	TARDBP	0	6	414	generated_negative	cross_rna	curated_0064	0.02175276353955269
curated_0065__neg_shuffle_uniform_0	IGF2BP1	0	17918	577	generated_negative	shuffle_uniform	curated_0065	0.7044682502746582
curated_0065__neg_shuffle_dinucleotide_0	IGF2BP1	0	17918	577	generated_negative	shuffle_dinucleotide	curated_0065	0.7568527460098267
curated_0065__neg_cross_rna_0	IGF2BP1	0	6	577	generated_negative	cross_rna	curated_0065	0.5910189747810364
curated_0066__neg_shuffle_uniform_0	DDX39B	0	17918	428	generated_negative	shuffle_uniform	curated_0066	0.6660694479942322
curated_0066__neg_shuffle_dinucleotide_0	DDX39B	0	17918	428	generated_negative	shuffle_dinucleotide	curated_0066	0.6994383931159973
curated_0066__neg_cross_protein_0	RBM5 (part)	0	17918	117	generated_negative	cross_protein	curated_0066	0.9815441370010376
curated_0066__neg_cross_rna_0	DDX39B	0	6	428	generated_negative	cross_rna	curated_0066	0.4449244737625122
curated_0067__neg_shuffle_uniform_0	RBM15	0	17918	962	generated_negative	shuffle_uniform	curated_0067	0.5763886570930481
curated_0067__neg_shuffle_dinucleotide_0	RBM15	0	17918	962	generated_negative	shuffle_dinucleotide	curated_0067	0.5663025379180908
curated_0067__neg_cross_rna_0	RBM15	0	6	962	generated_negative	cross_rna	curated_0067	0.6486262679100037
curated_0068__neg_shuffle_uniform_0	HNRNPUL2	0	17918	745	generated_negative	shuffle_uniform	curated_0068	0.6298755407333374
curated_0068__neg_shuffle_dinucleotide_0	HNRNPUL2	0	17918	745	generated_negative	shuffle_dinucleotide	curated_0068	0.6068636178970337
curated_0068__neg_cross_rna_0	HNRNPUL2	0	6	745	generated_negative	cross_rna	curated_0068	0.43007394671440125
curated_0069__neg_shuffle_uniform_0	RBM14	0	17918	669	generated_negative	shuffle_uniform	curated_0069	0.5782825350761414
curated_0069__neg_shuffle_dinucleotide_0	RBM14	0	17918	669	generated_negative	shuffle_dinucleotide	curated_0069	0.5284627079963684
curated_0069__neg_cross_rna_0	RBM14	0	6	669	generated_negative	cross_rna	curated_0069	0.378594309091568
curated_0070__neg_shuffle_uniform_0	SAFB	0	17918	937	generated_negative	shuffle_uniform	curated_0070	0.573829174041748
curated_0070__neg_shuffle_dinucleotide_0	SAFB	0	17918	937	generated_negative	shuffle_dinucleotide	curated_0070	0.588327169418335
curated_0070__neg_cross_rna_0	SAFB	0	6	937	generated_negative	cross_rna	curated_0070	0.4433390200138092
curated_0071__neg_shuffle_uniform_0	CIZ1	0	17918	898	generated_negative	shuffle_uniform	curated_0071	0.7347302436828613
curated_0071__neg_shuffle_dinucleotide_0	CIZ1	0	17918	898	generated_negative	shuffle_dinucleotide	curated_0071	0.7508646249771118
curated_0071__neg_cross_rna_0	CIZ1	0	6	898	generated_negative	cross_rna	curated_0071	0.46259260177612305
curated_0072__neg_shuffle_uniform_0	HNRNPA0	0	17918	305	generated_negative	shuffle_uniform	curated_0072	0.8046654462814331
curated_0072__neg_shuffle_dinucleotide_0	HNRNPA0	0	17918	305	generated_negative	shuffle_dinucleotide	curated_0072	0.8623883724212646
curated_0072__neg_cross_rna_0	HNRNPA0	0	6	305	generated_negative	cross_rna	curated_0072	0.23066285252571106
curated_0073__neg_shuffle_uniform_0	YTHDC1	0	17918	736	generated_negative	shuffle_uniform	curated_0073	0.6765870451927185
curated_0073__neg_shuffle_dinucleotide_0	YTHDC1	0	17918	736	generated_negative	shuffle_dinucleotide	curated_0073	0.5571488738059998
curated_0073__neg_cross_rna_0	YTHDC1	0	6	736	generated_negative	cross_rna	curated_0073	0.43930214643478394
curated_0074__neg_shuffle_uniform_0	SRSF7	0	17918	267	generated_negative	shuffle_uniform	curated_0074	0.6420950293540955
curated_0074__neg_shuffle_dinucleotide_0	SRSF7	0	17918	267	generated_negative	shuffle_dinucleotide	curated_0074	0.6182911992073059
curated_0074__neg_cross_protein_0	TCTP	0	17918	172	generated_negative	cross_protein	curated_0074	0.9575331211090088
curated_0074__neg_cross_rna_0	SRSF7	0	6	267	generated_negative	cross_rna	curated_0074	0.3440192937850952
curated_0075__neg_shuffle_uniform_0	RALY	0	17918	312	generated_negative	shuffle_uniform	curated_0075	0.8235294222831726
curated_0075__neg_shuffle_dinucleotide_0	RALY	0	17918	312	generated_negative	shuffle_dinucleotide	curated_0075	0.8317698240280151
curated_0075__neg_cross_rna_0	RALY	0	6	312	generated_negative	cross_rna	curated_0075	0.9520485997200012
curated_0076__neg_shuffle_uniform_0	DDX17	0	17918	650	generated_negative	shuffle_uniform	curated_0076	0.6806740164756775
curated_0076__neg_shuffle_dinucleotide_0	DDX17	0	17918	650	generated_negative	shuffle_dinucleotide	curated_0076	0.6788309812545776
curated_0076__neg_cross_rna_0	DDX17	0	6	650	generated_negative	cross_rna	curated_0076	0.36629050970077515
curated_0077__neg_shuffle_uniform_0	RNF2	0	17918	336	generated_negative	shuffle_uniform	curated_0077	0.7506192922592163
curated_0077__neg_shuffle_dinucleotide_0	RNF2	0	17918	336	generated_negative	shuffle_dinucleotide	curated_0077	0.6879168748855591
curated_0077__neg_cross_rna_0	RNF2	0	6	336	generated_negative	cross_rna	curated_0077	0.46012353897094727
curated_0078__neg_shuffle_uniform_0	THOC4	0	17918	255	generated_negative	shuffle_uniform	curated_0078	0.7864679098129272
curated_0078__neg_shuffle_dinucleotide_0	THOC4	0	17918	255	generated_negative	shuffle_dinucleotide	curated_0078	0.6094464659690857
curated_0078__neg_cross_rna_0	THOC4	0	6	255	generated_negative	cross_rna	curated_0078	0.39924460649490356
curated_0079__neg_shuffle_uniform_0	SARNP	0	17918	210	generated_negative	shuffle_uniform	curated_0079	0.6445562243461609
curated_0079__neg_shuffle_dinucleotide_0	SARNP	0	17918	210	generated_negative	shuffle_dinucleotide	curated_0079	0.7489683628082275
curated_0079__neg_cross_rna_0	SARNP	0	6	210	generated_negative	cross_rna	curated_0079	0.4557132422924042
curated_0080__neg_shuffle_uniform_0	ELAVL1	0	17918	326	generated_negative	shuffle_uniform	curated_0080	0.6251716613769531
curated_0080__neg_shuffle_dinucleotide_0	ELAVL1	0	17918	326	generated_negative	shuffle_dinucleotide	curated_0080	0.7005362510681152
curated_0080__neg_cross_rna_0	ELAVL1	0	6	326	generated_negative	cross_rna	curated_0080	0.8696814179420471
curated_0081__neg_shuffle_uniform_0	HNRPDL	0	17918	301	generated_negative	shuffle_uniform	curated_0081	0.9316835999488831
curated_0081__neg_shuffle_dinucleotide_0	HNRPDL	0	17918	301	generated_negative	shuffle_dinucleotide	curated_0081	0.8777593970298767
curated_0081__neg_cross_rna_0	HNRPDL	0	6	301	generated_negative	cross_rna	curated_0081	0.09522369503974915
curated_0082__neg_shuffle_uniform_0	SRSF3	0	17918	164	generated_negative	shuffle_uniform	curated_0082	0.7653428912162781
curated_0082__neg_shuffle_dinucleotide_0	SRSF3	0	17918	164	generated_negative	shuffle_dinucleotide	curated_0082	0.681617021560669
curated_0082__neg_cross_rna_0	SRSF3	0	6	164	generated_negative	cross_rna	curated_0082	0.40602821111679077
curated_0083__neg_shuffle_uniform_0	SRSF2	0	17918	221	generated_negative	shuffle_uniform	curated_0083	0.6534714102745056
curated_0083__neg_shuffle_dinucleotide_0	SRSF2	0	17918	221	generated_negative	shuffle_dinucleotide	curated_0083	0.7404494881629944
curated_0083__neg_cross_rna_0	SRSF2	0	6	221	generated_negative	cross_rna	curated_0083	0.27013519406318665
curated_0084__neg_shuffle_uniform_0	TRIM6	0	17918	488	generated_negative	shuffle_uniform	curated_0084	0.669672429561615
curated_0084__neg_shuffle_dinucleotide_0	TRIM6	0	17918	488	generated_negative	shuffle_dinucleotide	curated_0084	0.5932589769363403
curated_0084__neg_cross_rna_0	TRIM6	0	6	488	generated_negative	cross_rna	curated_0084	0.5544255971908569
curated_0085__neg_shuffle_uniform_0	RBM4	0	17918	361	generated_negative	shuffle_uniform	curated_0085	0.6320257782936096
curated_0085__neg_shuffle_dinucleotide_0	RBM4	0	17918	361	generated_negative	shuffle_dinucleotide	curated_0085	0.5633448958396912
curated_0085__neg_cross_rna_0	RBM4	0	6	361	generated_negative	cross_rna	curated_0085	0.15214380621910095
curated_0086__neg_shuffle_uniform_0	RBFOX2	0	17918	449	generated_negative	shuffle_uniform	curated_0086	0.8111220598220825
curated_0086__neg_shuffle_dinucleotide_0	RBFOX2	0	17918	449	generated_negative	shuffle_dinucleotide	curated_0086	0.7836769819259644
curated_0086__neg_cross_rna_0	RBFOX2	0	6	449	generated_negative	cross_rna	curated_0086	0.26787155866622925
curated_0087__neg_shuffle_uniform_0	RBM3	0	17918	153	generated_negative	shuffle_uniform	curated_0087	0.9211515188217163
curated_0087__neg_shuffle_dinucleotide_0	RBM3	0	17918	153	generated_negative	shuffle_dinucleotide	curated_0087	0.796227753162384
curated_0087__neg_cross_protein_0	PTB1 (RBD1)	0	17918	115	generated_negative	cross_protein	curated_0087	0.9210702776908875
curated_0087__neg_cross_rna_0	RBM3	0	6	153	generated_negative	cross_rna	curated_0087	0.3768443167209625
curated_0088__neg_shuffle_uniform_0	SRSF9	0	17918	222	generated_negative	shuffle_uniform	curated_0088	0.8050838112831116
curated_0088__neg_shuffle_dinucleotide_0	SRSF9	0	17918	222	generated_negative	shuffle_dinucleotide	curated_0088	0.8519750833511353
curated_0088__neg_cross_rna_0	SRSF9	0	6	222	generated_negative	cross_rna	curated_0088	0.12754973769187927
curated_0089__neg_shuffle_uniform_0	POLDIP3	0	17918	420	generated_negative	shuffle_uniform	curated_0089	0.6535247564315796
curated_0089__neg_shuffle_dinucleotide_0	POLDIP3	0	17918	420	generated_negative	shuffle_dinucleotide	curated_0089	0.6433079242706299
curated_0089__neg_cross_rna_0	POLDIP3	0	6	420	generated_negative	cross_rna	curated_0089	0.42771655321121216
curated_0090__neg_shuffle_uniform_0	SRSF10	0	17918	262	generated_negative	shuffle_uniform	curated_0090	0.6960105895996094
curated_0090__neg_shuffle_dinucleotide_0	SRSF10	0	17918	262	generated_negative	shuffle_dinucleotide	curated_0090	0.6784358024597168
curated_0090__neg_cross_rna_0	SRSF10	0	6	262	generated_negative	cross_rna	curated_0090	0.29762399196624756
curated_0091__neg_shuffle_uniform_0	ZFR	0	17918	1074	generated_negative	shuffle_uniform	curated_0091	0.7071711421012878
curated_0091__neg_shuffle_dinucleotide_0	ZFR	0	17918	1074	generated_negative	shuffle_dinucleotide	curated_0091	0.6356220841407776
curated_0091__neg_cross_rna_0	ZFR	0	6	1074	generated_negative	cross_rna	curated_0091	0.4975767135620117
curated_0092__neg_shuffle_uniform_0	WTAP	0	17918	396	generated_negative	shuffle_uniform	curated_0092	0.5703150033950806
curated_0092__neg_shuffle_dinucleotide_0	WTAP	0	17918	396	generated_negative	shuffle_dinucleotide	curated_0092	0.7886347770690918
curated_0092__neg_cross_protein_0	PTB1 (RBD2)	0	17918	145	generated_negative	cross_protein	curated_0092	0.7944815158843994
curated_0092__neg_cross_rna_0	WTAP	0	6	396	generated_negative	cross_rna	curated_0092	0.4251168370246887
curated_0093__neg_shuffle_uniform_0	CELF1	0	17918	486	generated_negative	shuffle_uniform	curated_0093	0.9700862169265747
curated_0093__neg_shuffle_dinucleotide_0	CELF1	0	17918	486	generated_negative	shuffle_dinucleotide	curated_0093	0.9567008018493652
curated_0093__neg_cross_rna_0	CELF1	0	6	486	generated_negative	cross_rna	curated_0093	0.44072723388671875
curated_0094__neg_shuffle_uniform_0	ERH	0	17918	104	generated_negative	shuffle_uniform	curated_0094	0.6491084694862366
curated_0094__neg_shuffle_dinucleotide_0	ERH	0	17918	104	generated_negative	shuffle_dinucleotide	curated_0094	0.5913655757904053
curated_0094__neg_cross_rna_0	ERH	0	6	104	generated_negative	cross_rna	curated_0094	0.49549829959869385
curated_0095__neg_shuffle_uniform_0	LIN28A	0	17918	209	generated_negative	shuffle_uniform	curated_0095	0.8861578106880188
curated_0095__neg_shuffle_dinucleotide_0	LIN28A	0	17918	209	generated_negative	shuffle_dinucleotide	curated_0095	0.9163959622383118
curated_0095__neg_cross_protein_0	HsPUM1	0	17918	318	generated_negative	cross_protein	curated_0095	0.9246721267700195
curated_0095__neg_cross_rna_0	LIN28A	0	6	209	generated_negative	cross_rna	curated_0095	0.22028546035289764
curated_0096__neg_shuffle_uniform_0	PCGF5	0	17918	256	generated_negative	shuffle_uniform	curated_0096	0.6303921937942505
curated_0096__neg_shuffle_dinucleotide_0	PCGF5	0	17918	256	generated_negative	shuffle_dinucleotide	curated_0096	0.7580382823944092
curated_0096__neg_cross_rna_0	PCGF5	0	6	256	generated_negative	cross_rna	curated_0096	0.47895732522010803
curated_0097__neg_shuffle_uniform_0	RYBP	0	17918	228	generated_negative	shuffle_uniform	curated_0097	0.7075172662734985
curated_0097__neg_shuffle_dinucleotide_0	RYBP	0	17918	228	generated_negative	shuffle_dinucleotide	curated_0097	0.5691700577735901
curated_0097__neg_cross_protein_0	IGF2BP1	0	17918	158	generated_negative	cross_protein	curated_0097	0.6904637217521667
curated_0097__neg_cross_rna_0	RYBP	0	6	228	generated_negative	cross_rna	curated_0097	0.44034552574157715
curated_0098__neg_shuffle_uniform_0	RNF20	0	17918	973	generated_negative	shuffle_uniform	curated_0098	0.6155439019203186
curated_0098__neg_shuffle_dinucleotide_0	RNF20	0	17918	973	generated_negative	shuffle_dinucleotide	curated_0098	0.6549282073974609
curated_0098__neg_cross_rna_0	RNF20	0	6	973	generated_negative	cross_rna	curated_0098	0.4590650796890259
curated_0099__neg_shuffle_uniform_0	RNMT	0	17918	465	generated_negative	shuffle_uniform	curated_0099	0.7205672860145569
curated_0099__neg_shuffle_dinucleotide_0	RNMT	0	17918	465	generated_negative	shuffle_dinucleotide	curated_0099	0.7005189657211304
curated_0099__neg_cross_rna_0	RNMT	0	6	465	generated_negative	cross_rna	curated_0099	0.493179053068161
curated_0100__neg_shuffle_uniform_0	PTBP2	0	17918	531	generated_negative	shuffle_uniform	curated_0100	0.6649807095527649
curated_0100__neg_shuffle_dinucleotide_0	PTBP2	0	17918	531	generated_negative	shuffle_dinucleotide	curated_0100	0.6618995666503906
curated_0100__neg_cross_rna_0	PTBP2	0	6	531	generated_negative	cross_rna	curated_0100	0.8773611783981323
curated_0101__neg_shuffle_uniform_0	SAP18	0	17918	153	generated_negative	shuffle_uniform	curated_0101	0.6964245438575745
curated_0101__neg_shuffle_dinucleotide_0	SAP18	0	17918	153	generated_negative	shuffle_dinucleotide	curated_0101	0.64692622423172
curated_0101__neg_cross_rna_0	SAP18	0	6	153	generated_negative	cross_rna	curated_0101	0.3888740837574005
curated_0102__neg_shuffle_uniform_0	TRIM71	0	17918	855	generated_negative	shuffle_uniform	curated_0102	0.7866270542144775
curated_0102__neg_shuffle_dinucleotide_0	TRIM71	0	17918	855	generated_negative	shuffle_dinucleotide	curated_0102	0.7315165400505066
curated_0102__neg_cross_rna_0	TRIM71	0	6	855	generated_negative	cross_rna	curated_0102	0.6114230751991272
curated_0103__neg_shuffle_uniform_0	IGF2BP3	0	17918	579	generated_negative	shuffle_uniform	curated_0103	0.6241720914840698
curated_0103__neg_shuffle_dinucleotide_0	IGF2BP3	0	17918	579	generated_negative	shuffle_dinucleotide	curated_0103	0.5999455451965332
curated_0103__neg_cross_rna_0	IGF2BP3	0	6	579	generated_negative	cross_rna	curated_0103	0.5293811559677124
curated_0104__neg_shuffle_uniform_0	L1TD1	0	17918	782	generated_negative	shuffle_uniform	curated_0104	0.7708224058151245
curated_0104__neg_shuffle_dinucleotide_0	L1TD1	0	17918	782	generated_negative	shuffle_dinucleotide	curated_0104	0.679206132888794
curated_0104__neg_cross_rna_0	L1TD1	0	6	782	generated_negative	cross_rna	curated_0104	0.47860974073410034
curated_0105__neg_shuffle_uniform_0	MYBBP1A	0	17918	1344	generated_negative	shuffle_uniform	curated_0105	0.7145743370056152
curated_0105__neg_shuffle_dinucleotide_0	MYBBP1A	0	17918	1344	generated_negative	shuffle_dinucleotide	curated_0105	0.5713775157928467
curated_0105__neg_cross_rna_0	MYBBP1A	0	6	1344	generated_negative	cross_rna	curated_0105	0.4313790798187256
curated_0106__neg_shuffle_uniform_0	YBX1	0	2362	324	generated_negative	shuffle_uniform	curated_0106	0.6415170431137085
curated_0106__neg_shuffle_dinucleotide_0	YBX1	0	2362	324	generated_negative	shuffle_dinucleotide	curated_0106	0.6591256856918335
curated_0106__neg_cross_protein_0	PTB1 (RBD2)	0	2362	145	generated_negative	cross_protein	curated_0106	0.6805470585823059
curated_0106__neg_cross_rna_0	YBX1	0	6	324	generated_negative	cross_rna	curated_0106	0.32059037685394287
curated_0107__neg_shuffle_uniform_0	CDK6	0	2362	326	generated_negative	shuffle_uniform	curated_0107	0.6451997756958008
curated_0107__neg_shuffle_dinucleotide_0	CDK6	0	2362	326	generated_negative	shuffle_dinucleotide	curated_0107	0.5776402354240417
curated_0107__neg_cross_rna_0	CDK6	0	6	326	generated_negative	cross_rna	curated_0107	0.39561858773231506
curated_0108__neg_shuffle_uniform_0	TCTP	0	2362	172	generated_negative	shuffle_uniform	curated_0108	0.6556791663169861
curated_0108__neg_shuffle_dinucleotide_0	TCTP	0	2362	172	generated_negative	shuffle_dinucleotide	curated_0108	0.5641852021217346
curated_0108__neg_cross_protein_0	SRSF10	0	2362	262	generated_negative	cross_protein	curated_0108	0.7513971924781799
curated_0108__neg_cross_rna_0	TCTP	0	6	172	generated_negative	cross_rna	curated_0108	0.4772762954235077
curated_0109__neg_shuffle_uniform_0	LSD1 (KDM1A)	0	2362	852	generated_negative	shuffle_uniform	curated_0109	0.5617068409919739
curated_0109__neg_shuffle_dinucleotide_0	LSD1 (KDM1A)	0	2362	852	generated_negative	shuffle_dinucleotide	curated_0109	0.4975142776966095
curated_0109__neg_cross_rna_0	LSD1 (KDM1A)	0	6	852	generated_negative	cross_rna	curated_0109	0.4792560338973999
curated_0110__neg_shuffle_uniform_0	EZH2	0	2362	746	generated_negative	shuffle_uniform	curated_0110	0.7567524909973145
curated_0110__neg_shuffle_dinucleotide_0	EZH2	0	2362	746	generated_negative	shuffle_dinucleotide	curated_0110	0.7045052647590637
curated_0110__neg_cross_protein_0	ERH	0	2362	104	generated_negative	cross_protein	curated_0110	0.6265043020248413
curated_0110__neg_cross_rna_0	EZH2	0	6	746	generated_negative	cross_rna	curated_0110	0.4367312490940094
curated_0111__neg_shuffle_uniform_0	AKT1	0	2362	480	generated_negative	shuffle_uniform	curated_0111	0.6299965977668762
curated_0111__neg_shuffle_dinucleotide_0	AKT1	0	2362	480	generated_negative	shuffle_dinucleotide	curated_0111	0.6355412602424622
curated_0111__neg_cross_rna_0	AKT1	0	6	480	generated_negative	cross_rna	curated_0111	0.44605013728141785
curated_0112__neg_shuffle_uniform_0	RSK1 (RPS6KA1)	0	2362	735	generated_negative	shuffle_uniform	curated_0112	0.6151371598243713
curated_0112__neg_shuffle_dinucleotide_0	RSK1 (RPS6KA1)	0	2362	735	generated_negative	shuffle_dinucleotide	curated_0112	0.6249901056289673
curated_0112__neg_cross_protein_0	RBM5 (part)	0	2362	117	generated_negative	cross_protein	curated_0112	0.8449380397796631
curated_0112__neg_cross_rna_0	RSK1 (RPS6KA1)	0	6	735	generated_negative	cross_rna	curated_0112	0.49472877383232117
curated_0113__neg_shuffle_uniform_0	ERK1 (MAPK3)	0	2362	382	generated_negative	shuffle_uniform	curated_0113	0.5998867154121399
curated_0113__neg_shuffle_dinucleotide_0	ERK1 (MAPK3)	0	2362	382	generated_negative	shuffle_dinucleotide	curated_0113	0.5982047915458679
curated_0113__neg_cross_rna_0	ERK1 (MAPK3)	0	6	382	generated_negative	cross_rna	curated_0113	0.4476586878299713
curated_0114__neg_shuffle_uniform_0	ERK2 (MAPK1)	0	2362	360	generated_negative	shuffle_uniform	curated_0114	0.5878002643585205
curated_0114__neg_shuffle_dinucleotide_0	ERK2 (MAPK1)	0	2362	360	generated_negative	shuffle_dinucleotide	curated_0114	0.6802788376808167
curated_0114__neg_cross_protein_0	SRSF1 RRM1 E87N	0	2362	86	generated_negative	cross_protein	curated_0114	0.7703397274017334
curated_0114__neg_cross_rna_0	ERK2 (MAPK1)	0	6	360	generated_negative	cross_rna	curated_0114	0.44535160064697266
curated_0116__neg_shuffle_uniform_0	YBX1 (CSD domain)	0	2362	78	generated_negative	shuffle_uniform	curated_0116	0.7028290033340454
curated_0116__neg_shuffle_dinucleotide_0	YBX1 (CSD domain)	0	2362	78	generated_negative	shuffle_dinucleotide	curated_0116	0.8009383678436279
curated_0116__neg_cross_rna_0	YBX1 (CSD domain)	0	6	78	generated_negative	cross_rna	curated_0116	0.4107426106929779
curated_0117__neg_shuffle_uniform_0	YBX1 (CSD domain)	0	10227	78	generated_negative	shuffle_uniform	curated_0117	0.7720546126365662
curated_0117__neg_shuffle_dinucleotide_0	YBX1 (CSD domain)	0	10227	78	generated_negative	shuffle_dinucleotide	curated_0117	0.7170186638832092
curated_0117__neg_cross_protein_0	ERH	0	10227	104	generated_negative	cross_protein	curated_0117	0.724077582359314
curated_0119__neg_shuffle_uniform_0	FBF-1 (part)	0	28	494	generated_negative	shuffle_uniform	curated_0119	0.46889907121658325
curated_0119__neg_shuffle_dinucleotide_0	FBF-1 (part)	0	28	494	generated_negative	shuffle_dinucleotide	curated_0119	0.4637322723865509
curated_0119__neg_cross_protein_0	YBX1 (CSD domain)	0	28	78	generated_negative	cross_protein	curated_0119	0.6171324849128723
curated_0119__neg_cross_rna_0	FBF-1 (part)	0	6	494	generated_negative	cross_rna	curated_0119	0.054154541343450546
curated_0121__neg_shuffle_uniform_0	FBF-1 (part)	0	30	494	generated_negative	shuffle_uniform	curated_0121	0.46236342191696167
curated_0121__neg_shuffle_dinucleotide_0	FBF-1 (part)	0	30	494	generated_negative	shuffle_dinucleotide	curated_0121	0.42808929085731506
curated_0121__neg_cross_protein_0	YBX1 (CSD domain)	0	30	78	generated_negative	cross_protein	curated_0121	0.5453087687492371
curated_0123__neg_shuffle_uniform_0	FBF-2 (part)	0	28	631	generated_negative	shuffle_uniform	curated_0123	0.32810235023498535
curated_0123__neg_shuffle_dinucleotide_0	FBF-2 (part)	0	28	631	generated_negative	shuffle_dinucleotide	curated_0123	0.40091848373413086
curated_0123__neg_cross_rna_0	FBF-2 (part)	0	6	631	generated_negative	cross_rna	curated_0123	0.43337368965148926
curated_0124__neg_shuffle_uniform_0	FBF-2 (part)	0	30	631	generated_negative	shuffle_uniform	curated_0124	0.21290169656276703
curated_0124__neg_shuffle_dinucleotide_0	FBF-2 (part)	0	30	631	generated_negative	shuffle_dinucleotide	curated_0124	0.338806688785553
curated_0124__neg_cross_rna_0	FBF-2 (part)	0	6	631	generated_negative	cross_rna	curated_0124	0.13469024002552032
curated_0129__neg_shuffle_uniform_0	Puf3	0	137	879	generated_negative	shuffle_uniform	curated_0129	0.48987534642219543
